Homograph	Reading	Type
朗	さえ	personal name
朗	とき	personal name
朗	ほがら	personal name
悦	エツ	on
悦	よろこ	kun
悦	のぶ	personal name
悦	よし	personal name
宴	エン	on
宴	うたげ	kun
宴	たの	kun
華	カ	on
華	ケ	on
華	ゲ	on
華	はな	kun
華	しろ	kun
華	てる	personal name
華	は	personal name
華	はる	personal name
華	みやこ	personal name
既	キ	on
既	すで	kun
脅	キョウ	on
脅	おど	kun
脅	おびや	kun
脅	おび	kun
倹	ケン	on
倹	つづま	kun
倹	つま	kun
悟	ゴ	on
悟	さと	kun
悟	さとし	personal name
悟	さとる	personal name
悟	のり	personal name
娯	ゴ	on
娯	たの	kun
疾	シツ	on
疾	と	kun
疾	にく	kun
疾	はや	kun
疾	やまい	kun
疾	やま	kun
疾	や	kun
殊	シュ	on
殊	こと	kun
徐	ジョ	on
徐	おもむろ	kun
辱	ジョク	on
辱	ニク	on
辱	はずかし	kun
辱	かたじけな	kun
辱	はじ	kun
辱	はずかし	kun
粋	スイ	on
粋	いき	kun
粋	きよ	personal name
粋	ただ	personal name
衰	スイ	on
衰	サイ	on
衰	シ	on
衰	おとろ	kun
隻	セキ	on
隻	ひと	kun
隻	うく	personal name
隻	たか	personal name
桑	ソウ	on
桑	くわ	kun
託	タク	on
託	かこ	kun
託	かこつ	kun
託	ことづ	kun
託	まか	kun
畜	チク	on
畜	キク	on
畜	か	kun
畜	たくわ	kun
畜	やしな	kun
哲	テツ	on
哲	あき	kun
哲	さと	kun
哲	あきら	personal name
哲	さとし	personal name
哲	さとる	personal name
哲	のり	personal name
哲	よし	personal name
凍	トウ	on
凍	こお	kun
凍	こご	kun
凍	い	kun
凍	し	kun
匿	トク	on
匿	ジョク	on
匿	かくま	kun
匿	かく	kun
匿	のく	personal name
畔	ハン	on
畔	あぜ	kun
畔	くろ	kun
畔	そむ	kun
畔	ほとり	kun
姫	キ	on
姫	ひめ	kun
紛	フン	on
紛	まぎ	kun
紛	まが	kun
紛	まぐ	kun
紛	みだ	kun
倣	ホウ	on
倣	なら	kun
倣	より	personal name
埋	マイ	on
埋	う	kun
埋	い	kun
埋	うず	kun
浪	ロウ	on
浪	ラン	on
浪	なみ	kun
浪	みだ	kun
翁	オウ	on
翁	おきな	kun
翁	おい	personal name
翁	おき	personal name
翁	とし	personal name
翁	ひと	personal name
蚊	ブン	on
蚊	か	kun
核	カク	on
核	さね	kun
陥	カン	on
陥	おちい	kun
陥	おとしい	kun
飢	キ	on
飢	う	kun
恭	キョウ	on
恭	うやうや	kun
恭	つつし	kun
恭	すけ	personal name
恭	たか	personal name
恭	たかし	personal name
恭	ただ	personal name
恭	ちか	personal name
恭	みつ	personal name
恭	やす	personal name
恭	やすし	personal name
恭	ゆき	personal name
恭	よし	personal name
貢	コウ	on
貢	ク	on
貢	みつ	kun
貢	すすむ	personal name
貢	つぐ	personal name
貢	みつぐ	personal name
剛	ゴウ	on
剛	コウ	on
剛	かた	kun
剛	つよ	kun
剛	たか	personal name
剛	たかし	personal name
剛	たけ	personal name
剛	たけし	personal name
剛	つよし	personal name
剛	ひさ	personal name
剛	まさ	personal name
剛	よし	personal name
唆	サ	on
唆	そそのか	kun
栽	サイ	on
栽	う	kun
宰	サイ	on
宰	つかさど	kun
索	サク	on
索	さが	kun
索	つな	kun
索	なわ	kun
索	もと	kun
桟	サン	on
桟	かけはし	kun
桟	たな	kun
酌	シャク	on
酌	く	kun
珠	シュ	on
珠	たま	kun
珠	じゅ	personal name
珠	す	personal name
珠	ず	personal name
珠	み	personal name
准	ジュン	on
准	シュン	on
准	なぞら	kun
准	ゆる	kun
准	のり	personal name
殉	ジュン	on
殉	したが	kun
祥	ショウ	on
祥	きざ	kun
祥	さいわ	kun
祥	さち	kun, personal name
祥	あきら	personal name
祥	さか	personal name
祥	さき	personal name
祥	さむ	personal name
祥	ただ	personal name
祥	なが	personal name
祥	やす	personal name
祥	よし	personal name
症	ショウ	on
症	しるし	kun
宵	ショウ	on
宵	よい	kun
娠	シン	on
娠	はら	kun
娠	みごも	kun
唇	シン	on
唇	くちびる	kun
畝	ホ	on
畝	ボウ	on
畝	うね	kun
畝	せ	kun
逝	セイ	on
逝	い	kun
逝	ゆ	kun
逝	ゆき	personal name
栓	セン	on
租	ソ	on
租	ちんが	kun
租	みつぎ	kun
捜	ソウ	on
捜	さが	kun
挿	ソウ	on
挿	さ	kun
挿	さしはさ	kun
挿	す	kun
挿	はさ	kun
泰	タイ	on
泰	おご	kun
泰	やす	kun, personal name
泰	あきら	personal name
泰	とおる	personal name
泰	ひろ	personal name
泰	ひろし	personal name
泰	やすし	personal name
泰	ゆたか	personal name
泰	よし	personal name
逐	チク	on
逐	ジク	on
逐	お	kun
秩	チツ	on
秩	つい	kun
秩	ふち	kun
朕	チン	on
朕	きざ	kun
朕	われ	kun
逓	テイ	on
逓	か	kun
逓	たが	kun
浦	ホ	on
浦	うら	kun
俸	ホウ	on
俸	ふち	kun
剖	ボウ	on
剖	ホウ	on
剖	さ	kun
剖	わ	kun
紡	ボウ	on
紡	ホウ	on
紡	つむ	kun
紡	つむぎ	personal name
紡	つむぐ	personal name
耗	コウ	on
耗	モウ	on
耗	ボウ	on
耗	たよ	kun
耗	へ	kun
竜	リュウ	on
竜	リョウ	on
竜	リン	on
竜	たつ	kun
竜	かみ	personal name
竜	きみ	personal name
竜	しげみ	personal name
竜	しげる	personal name
竜	たか	personal name
竜	たかし	personal name
竜	とお	personal name
竜	とおる	personal name
竜	めぐむ	personal name
倫	リン	on
倫	たぐい	kun
倫	つい	kun
倫	みち	kun
倫	おさむ	personal name
倫	つぐ	personal name
倫	つね	personal name
倫	とし	personal name
倫	とも	personal name
倫	のり	personal name
倫	もと	personal name
挨	アイ	on
挨	お	kun
挨	ひら	kun
唄	ハイ	on
唄	バイ	on
唄	うた	kun
俺	エン	on
俺	おれ	kun
俺	われ	kun
釜	フ	on
釜	かま	kun
桁	コウ	on
桁	けた	kun
桁	かせ	kun
拳	ケン	on
拳	ゲン	on
拳	こぶし	kun
拳	かたし	personal name
拳	つとむ	personal name
挫	ザ	on
挫	くじ	kun
恣	シ	on
恣	ほしいまま	kun
袖	シュウ	on
袖	そで	kun
凄	セイ	on
凄	さむ	kun
凄	すご	kun
凄	すさ	kun
脊	セキ	on
脊	せ	kun
脊	せい	kun
捉	ソク	on
捉	とら	kun
捉	つか	kun
捉	と	kun
酎	チュウ	on
捗	チョク	on
捗	はかど	kun
哺	ホ	on
哺	はぐく	kun
哺	ふく	kun
冥	メイ	on
冥	ミョウ	on
冥	くら	kun
脇	キョウ	on
脇	かたわ	kun
脇	わき	kun
剝	ハク	on
剝	ホク	on
剝	は	kun
剝	と	kun
剝	む	kun
魚	ギョ	on
魚	うお	kun
魚	さかな	kun
魚	いお	personal name
魚	お	personal name
魚	な	personal name
教	キョウ	on
教	おし	kun
教	おそ	kun
教	かず	personal name
教	たか	personal name
教	なり	personal name
教	のり	personal name
教	みち	personal name
教	ゆき	personal name
強	キョウ	on
強	ゴウ	on
強	つよ	kun
強	し	kun
強	あなが	kun
強	こわ	kun
強	したた	kun
強	つと	kun
強	あつ	personal name
強	たけ	personal name
強	つよし	personal name
黄	オウ	on
黄	コウ	on
黄	き	kun
黄	こ	kun
黄	かつみ	personal name
黒	コク	on
黒	くろ	kun
細	サイ	on
細	こま	kun
細	ほそ	kun
細	くわ	kun
細	ささ	kun
週	シュウ	on
週	めぐ	kun
雪	セツ	on
雪	ゆき	kun
雪	すす	kun
雪	そそ	kun
雪	きよ	personal name
雪	きよし	personal name
雪	きよみ	personal name
雪	きよむ	personal name
雪	すすむ	personal name
船	セン	on
船	ふな	kun
船	ふね	kun
組	ソ	on
組	くみ	kun
組	く	kun
組	くみひも	kun
鳥	チョウ	on
鳥	とり	kun
鳥	と	personal name
野	ヤ	on
野	ショ	on
野	の	kun
野	いなかや	kun
野	いや	kun
野	とお	personal name
野	なお	personal name
野	ぬ	personal name
野	ひろ	personal name
理	リ	on
理	おさ	kun
理	ことわり	kun
理	すじ	kun
理	あや	personal name
理	おさ	personal name
理	おさむ	personal name
理	さと	personal name
理	すけ	personal name
理	たか	personal name
理	ただ	personal name
理	ただし	personal name
理	とし	personal name
理	のり	personal name
理	まさ	personal name
理	みち	personal name
理	よし	personal name
悪	アク	on
悪	オ	on
悪	わる	kun
悪	あ	kun
悪	いずく	kun
悪	にく	kun
球	キュウ	on
球	たま	kun
球	まり	personal name
祭	サイ	on
祭	まつ	kun
習	シュウ	on
習	ジュウ	on
習	なら	kun
習	しげ	personal name
習	まなぶ	personal name
終	シュウ	on
終	お	kun
終	しま	kun
終	つい	kun
宿	シュク	on
宿	スク	on
宿	シュウ	on
宿	やど	kun
章	ショウ	on
章	あや	kun
章	しるし	kun
章	ふみ	kun, personal name
章	あき	personal name
章	あきら	personal name
章	き	personal name
章	たか	personal name
章	とし	personal name
章	のり	personal name
章	ふさ	personal name
章	ゆき	personal name
商	ショウ	on
商	あきな	kun
商	はか	kun
進	シン	on
進	すす	kun, personal name
進	す	personal name
進	すすみ	personal name
進	すすむ	personal name
進	つとむ	personal name
進	のぶ	personal name
進	のぼる	personal name
進	みち	personal name
進	ゆき	personal name
深	シン	on
深	ふか	kun
深	ふ	kun
深	み	kun
深	とお	personal name
深	ふかし	personal name
族	ゾク	on
族	やから	kun
第	ダイ	on
第	テイ	on
第	つい	kun
第	やしき	kun
帳	チョウ	on
帳	とばり	kun
帳	はり	kun
笛	テキ	on
笛	ジャク	on
笛	ふえ	kun
笛	ふ	personal name
転	テン	on
転	ころ	kun
転	うた	kun
転	うつ	kun
転	くるり	kun
転	こ	kun
転	まろ	kun
転	ひろ	personal name
都	ツ	on
都	ト	on
都	みやこ	kun
都	すべ	kun
都	いち	personal name
都	くに	personal name
都	さと	personal name
都	ひろ	personal name
都	よし	personal name
動	ドウ	on
動	トウ	on
動	うご	kun
動	やや	kun
動	いつ	personal name
部	ブ	on
部	ホ	on
部	ホウ	on
部	くみ	kun
部	す	kun
部	つかさ	kun
部	べ	kun
部	わ	kun
部	きつ	personal name
部	もと	personal name
問	モン	on
問	ブン	on
問	と	kun
問	とん	kun
問	たず	kun
問	たよ	kun
貨	カ	on
貨	たから	kun
械	カイ	on
械	かせ	kun
械	からくり	kun
救	キュウ	on
救	ク	on
救	グ	on
救	すく	kun
救	たす	kun
健	ケン	on
健	すこ	kun
健	したた	kun
健	たけ	kun
健	かつ	personal name
健	たけし	personal name
健	つよ	personal name
健	つよし	personal name
健	とし	personal name
健	やす	personal name
康	コウ	on
康	やす	kun
康	しず	personal name
康	しずか	personal name
康	みち	personal name
康	やすし	personal name
康	よし	personal name
菜	サイ	on
菜	な	kun
産	サン	on
産	う	kun
産	うぶ	kun
産	ただ	personal name
産	むすび	personal name
唱	ショウ	on
唱	とな	kun
唱	うた	kun, personal name
清	セイ	on
清	ショウ	on
清	シン	on
清	きよ	kun, personal name
清	さや	kun
清	す	kun
清	きよし	personal name
清	すが	personal name
清	すみ	personal name
清	すむ	personal name
巣	ソウ	on
巣	す	kun
側	ソク	on
側	ショク	on
側	がわ	kun
側	かたわ	kun
側	かわ	kun
側	そば	kun
側	はた	kun
停	テイ	on
停	とど	kun
停	と	kun
停	とどむ	personal name
堂	ドウ	on
堂	トウ	on
堂	たかどの	kun
堂	たか	personal name
得	トク	on
得	え	kun
得	う	kun
敗	ハイ	on
敗	やぶ	kun
敗	ま	kun
票	ヒョウ	on
票	ふだ	kun
副	フク	on
副	フウ	on
副	そ	kun
副	すえ	personal name
副	すけ	personal name
副	つぎ	personal name
副	ます	personal name
望	ボウ	on
望	モウ	on
望	のぞ	kun
望	うら	kun
望	もち	kun
望	のぞみ	personal name
望	のぞむ	personal name
望	み	personal name
陸	リク	on
陸	ロク	on
陸	おか	kun
陸	くが	kun
陸	あつ	personal name
陸	あつし	personal name
陸	たか	personal name
陸	たかし	personal name
陸	みち	personal name
陸	む	personal name
陸	むつ	personal name
移	イ	on
移	うつ	kun
液	エキ	on
液	しる	kun
液	わき	kun
眼	ガン	on
眼	ゲン	on
眼	まなこ	kun
眼	め	kun
規	キ	on
規	ただ	kun
規	のり	kun
規	ぶんまわし	kun
規	いさむ	personal name
規	さだむ	personal name
規	さだめ	personal name
規	ただ	personal name
規	ただし	personal name
規	ちか	personal name
規	なり	personal name
規	はかる	personal name
規	み	personal name
規	もと	personal name
規	よし	personal name
基	キ	on
基	もと	kun
基	もとい	kun
基	のり	personal name
基	はじむ	personal name
基	はじめ	personal name
寄	キ	on
寄	よ	kun
許	キョ	on
許	コ	on
許	ゆる	kun
許	ばか	kun
許	もと	kun
許	すすむ	personal name
許	ゆく	personal name
経	ケイ	on
経	キョウ	on
経	キン	on
経	へ	kun
経	おさ	kun
経	た	kun
経	たていと	kun
経	おさむ	personal name
経	つね	personal name
経	のぶ	personal name
経	のり	personal name
険	ケン	on
険	けわ	kun
現	ゲン	on
現	あらわ	kun
現	うつつ	kun
現	あき	personal name
現	あきら	personal name
現	あり	personal name
現	み	personal name
混	コン	on
混	こ	kun
混	ま	kun
採	サイ	on
採	と	kun
授	ジュ	on
授	さず	kun
術	ジュツ	on
術	シュツ	on
術	スイ	on
術	すべ	kun
術	わざ	kun
常	ジョウ	on
常	つね	kun
常	とこ	kun
常	とき	personal name
常	ときわ	personal name
常	のぶ	personal name
常	ひさ	personal name
情	ジョウ	on
情	セイ	on
情	なさ	kun
情	おもむき	kun
情	こころ	kun
責	セキ	on
責	サイ	on
責	シャク	on
責	せ	kun
設	セツ	on
設	セチ	on
設	もう	kun
設	しつら	kun
設	たと	kun
設	も	kun
接	セツ	on
接	ショウ	on
接	つ	kun
接	は	kun
接	まじ	kun
接	もてな	kun
断	ダン	on
断	ことわ	kun
断	た	kun
断	さだ	kun
張	チョウ	on
張	は	kun
張	つよ	personal name
張	とも	personal name
張	はる	personal name
貧	ビン	on
貧	ヒン	on
貧	まず	kun
婦	フ	on
婦	おんな	kun
務	ム	on
務	ブ	on
務	つと	kun
務	あなど	kun
務	かね	personal name
務	ちか	personal name
務	つとむ	personal name
務	つよ	personal name
務	なか	personal name
務	みち	personal name
率	リツ	on
率	ソツ	on
率	シュツ	on
率	スイ	on
率	ひき	kun
率	おおむ	kun
率	かしら	kun
率	したが	kun
率	わりあい	kun
率	のり	personal name
率	より	personal name
略	リャク	on
略	おか	kun
略	おさ	kun
略	はかりごと	kun
略	はか	kun
略	はぶ	kun
略	ほぼ	kun
異	イ	on
異	こと	kun
異	あや	kun
域	イキ	on
域	ヨク	on
域	さかい	kun
域	ところ	kun
郷	キョウ	on
郷	ゴウ	on
郷	さと	kun
郷	あき	personal name
郷	あきら	personal name
郷	のり	personal name
郷	むら	personal name
済	サイ	on
済	セイ	on
済	す	kun
済	すく	kun
済	な	kun
済	わた	kun
視	シ	on
視	み	kun, personal name
視	のり	personal name
視	みる	personal name
視	よし	personal name
捨	シャ	on
捨	す	kun
捨	ほどこ	kun
推	スイ	on
推	お	kun
盛	セイ	on
盛	ジョウ	on
盛	も	kun
盛	さか	kun
盛	さかり	personal name
盛	しげ	personal name
盛	しげる	personal name
盛	たけ	personal name
盛	もり	personal name
窓	ソウ	on
窓	まど	kun
探	タン	on
探	さが	kun
探	さぐ	kun
著	チョ	on
著	ジャク	on
著	チャク	on
著	あらわ	kun
著	いちじる	kun
著	き	kun
著	つ	kun
著	あき	personal name
著	あきら	personal name
著	つぎ	personal name
著	つぐ	personal name
頂	チョウ	on
頂	テイ	on
頂	いただき	kun
頂	いただ	kun
頂	かみ	personal name
脳	ノウ	on
脳	ドウ	on
閉	ヘイ	on
閉	し	kun
閉	と	kun
閉	た	kun
訪	ホウ	on
訪	たず	kun
訪	おとず	kun
訪	おとな	kun
訪	と	kun
密	ミツ	on
密	ビツ	on
密	こま	kun
密	ひそ	kun
訳	ヤク	on
訳	エキ	on
訳	わけ	kun
訳	と	kun
郵	ユウ	on
郵	しゅくば	kun
翌	ヨク	on
翌	あきら	personal name
欲	ヨク	on
欲	ほ	kun
欲	ほっ	kun
陰	イン	on
陰	アン	on
陰	オン	on
陰	かげ	kun
陰	くも	kun
陰	くら	kun
陰	ひそ	kun
菓	カ	on
菓	くだもの	kun
乾	カン	on
乾	ケン	on
乾	かわ	kun
乾	いぬい	kun
乾	ひ	kun
乾	ほ	kun
乾	きみ	personal name
乾	すすむ	personal name
脚	キャク	on
脚	キャ	on
脚	カク	on
脚	あし	personal name
掘	クツ	on
掘	ほ	kun
婚	コン	on
彩	サイ	on
彩	いろど	kun
彩	あや	kun
彩	あ	personal name
彩	いろ	personal name
彩	さ	personal name
彩	たみ	personal name
惨	サン	on
惨	ザン	on
惨	みじ	kun
惨	いた	kun
惨	むご	kun
執	シツ	on
執	シュウ	on
執	と	kun
執	とら	kun
斜	シャ	on
斜	なな	kun
斜	はす	kun
釈	シャク	on
釈	セキ	on
釈	お	kun
釈	と	kun
釈	ゆる	kun
寂	ジャク	on
寂	セキ	on
寂	さび	kun
寂	さ	kun
寂	しず	kun
紹	ショウ	on
紹	つ	kun
紹	あき	personal name
紹	つぎ	personal name
紹	つぐ	personal name
脱	ダツ	on
脱	タイ	on
脱	タツ	on
脱	ぬ	kun
淡	タン	on
淡	あわ	kun
淡	うす	kun
添	テン	on
添	そ	kun
盗	トウ	on
盗	ぬす	kun
盗	と	kun
販	ハン	on
販	あきな	kun
販	ひさ	kun
描	ビョウ	on
描	えが	kun
描	か	kun
猛	モウ	on
猛	たけ	kun, personal name
猛	たか	personal name
猛	たけお	personal name
猛	たけき	personal name
猛	たけし	personal name
猛	たける	personal name
猛	つよし	personal name
粒	リュウ	on
粒	つぶ	kun
郭	カク	on
郭	くるわ	kun
郭	ひろ	personal name
郭	ひろし	personal name
掛	かかり	on
掛	か	kun
勘	カン	on
勘	かんが	kun
貫	カン	on
貫	ワン	on
貫	つらぬ	kun
貫	ぬき	kun
貫	ぬ	kun
貫	ひ	kun
貫	か	personal name
貫	つら	personal name
貫	つらね	personal name
貫	とおる	personal name
貫	ぬく	personal name
貫	ひろ	personal name
貫	みち	personal name
貫	みつ	personal name
貫	やす	personal name
貫	よし	personal name
菊	キク	on
菊	あき	personal name
菊	ひ	personal name
虚	キョ	on
虚	コ	on
虚	うつ	kun
虚	うろ	kun
虚	むな	kun
偶	グウ	on
偶	たぐい	kun
偶	たまたま	kun
偶	ひとがた	kun
啓	ケイ	on
啓	ひら	kun
啓	もう	kun
啓	あき	personal name
啓	さとし	personal name
啓	のり	personal name
啓	はる	personal name
啓	ひ	personal name
啓	ひろ	personal name
啓	ゆき	personal name
啓	よし	personal name
掲	ケイ	on
掲	かか	kun
控	コウ	on
控	ひか	kun
控	つ	kun
控	のぞ	kun
紺	コン	on
赦	シャ	on
赦	ゆる	kun
酔	スイ	on
酔	よ	kun
惜	セキ	on
惜	シャク	on
惜	お	kun
措	ソ	on
措	サク	on
措	お	kun
措	はか	kun
粗	ソ	on
粗	あら	kun
粗	ほぼ	kun
掃	ソウ	on
掃	は	kun
掃	はら	kun
逮	タイ	on
逮	テイ	on
逮	およ	kun
逮	とら	kun
袋	タイ	on
袋	テイ	on
袋	ふくろ	kun
窒	チツ	on
窒	ふさ	kun
彫	チョウ	on
彫	ほ	kun
陳	チン	on
陳	ジン	on
陳	つら	kun
陳	の	kun
陳	ひ	kun
陳	ふる	kun
陶	トウ	on
陶	ヨウ	on
陶	すえ	kun
陶	す	personal name
陶	よし	personal name
豚	トン	on
豚	ぶた	kun
粘	ネン	on
粘	デン	on
粘	ねば	kun
婆	バ	on
婆	ばば	kun
排	ハイ	on
排	おしの	kun
排	つら	kun
陪	バイ	on
陪	したが	kun
符	フ	on
符	わりふ	kun
崩	ホウ	on
崩	くず	kun
隆	リュウ	on
隆	さか	kun
隆	たか	kun
隆	お	personal name
隆	おき	personal name
隆	しげ	personal name
隆	たかし	personal name
隆	とき	personal name
隆	なが	personal name
隆	もり	personal name
隆	ゆたか	personal name
猟	リョウ	on
猟	か	kun
陵	リョウ	on
陵	みささぎ	kun
陵	おか	kun
陵	しの	kun
尉	イ	on
尉	ウツ	on
尉	じょう	kun
逸	イツ	on
逸	イチ	on
逸	うしな	kun
逸	すぐ	kun
逸	そ	kun
逸	はぐ	kun
逸	はし	kun
逸	はや	kun, personal name
逸	すぐる	personal name
逸	とし	personal name
逸	はつ	personal name
逸	はやし	personal name
逸	まさ	personal name
逸	まさる	personal name
逸	やす	personal name
逸	やすし	personal name
涯	ガイ	on
涯	はて	kun
涯	みぎわ	kun
殻	カク	on
殻	から	kun
喝	カツ	on
喝	おど	kun
喝	しか	kun
渇	カツ	on
渇	ケツ	on
渇	かわ	kun
渇	むさぼ	kun
患	カン	on
患	ゲン	on
患	わずら	kun
患	うれ	kun
偽	ギ	on
偽	いつわ	kun
偽	にせ	kun
菌	キン	on
菌	きのこ	kun
菌	たけ	kun
蛍	ケイ	on
蛍	ほたる	kun
蛍	ほた	personal name
渓	ケイ	on
渓	たに	kun
斎	サイ	on
斎	いつ	kun, personal name
斎	つつし	kun
斎	とき	kun
斎	ものいみ	kun
斎	いつき	personal name
斎	いつく	personal name
斎	いわい	personal name
斎	きよ	personal name
斎	きよし	personal name
斎	ただ	personal name
斎	ひとし	personal name
斎	よし	personal name
崎	キ	on
崎	さき	kun
蛇	ジャ	on
蛇	ダ	on
蛇	イ	on
蛇	タ	on
蛇	へび	kun
渋	ジュウ	on
渋	シュウ	on
渋	しぶ	kun
粛	シュク	on
粛	つつし	kun
粛	しゅ	personal name
淑	シュク	on
淑	しと	kun
淑	よ	kun
淑	きみ	personal name
淑	きよ	personal name
淑	きよし	personal name
淑	すえ	personal name
淑	すみ	personal name
淑	とし	personal name
淑	ひで	personal name
淑	ふかし	personal name
淑	よし	personal name
庶	ショ	on
庶	おお	kun
庶	こいねが	kun
庶	もろもろ	kun
渉	ショウ	on
渉	かか	kun
渉	わた	kun
渉	さだ	personal name
渉	たか	personal name
渉	ただ	personal name
渉	わたり	personal name
渉	わたる	personal name
訟	ショウ	on
訟	ジュ	on
訟	うった	kun
剰	ジョウ	on
剰	あま	kun
剰	あまつさ	kun
紳	シン	on
紳	おおおび	kun
紳	おび	personal name
崇	スウ	on
崇	シュウ	on
崇	あが	kun
崇	お	kun
崇	たか	kun
崇	たっと	kun
崇	とうと	kun
崇	かた	personal name
崇	し	personal name
崇	たかし	personal name
崇	たけ	personal name
据	キョ	on
据	す	kun
旋	セン	on
旋	めぐ	kun
曹	ソウ	on
曹	ゾウ	on
曹	つかさ	kun
曹	ともがら	kun
眺	チョウ	on
眺	なが	kun
釣	チョウ	on
釣	つ	kun
偵	テイ	on
偵	うかが	kun
悼	トウ	on
悼	いた	kun
軟	ナン	on
軟	ゼン	on
軟	ネン	on
軟	やわ	kun
培	バイ	on
培	ハイ	on
培	ホウ	on
培	つちか	kun
培	おか	kun
舶	ハク	on
舶	おおぶね	kun
猫	ビョウ	on
猫	ミョウ	on
猫	ねこ	kun
瓶	ビン	on
瓶	ヘイ	on
瓶	かめ	kun
偏	ヘン	on
偏	かたよ	kun
偏	ひとえ	kun
堀	クツ	on
堀	コツ	on
堀	ほり	kun
堀	あな	kun
麻	マ	on
麻	バ	on
麻	あさ	kun
麻	しび	kun
麻	お	personal name
麻	ぬさ	personal name
唯	ユイ	on
唯	イ	on
唯	ただ	kun
唯	ゆ	personal name
悠	ユウ	on
悠	とお	kun
悠	はる	kun
悠	ちか	personal name
悠	ちかし	personal name
悠	はるか	personal name
悠	ひさ	personal name
悠	ひさし	personal name
悠	ゆ	personal name
庸	ヨウ	on
庸	おろ	kun
庸	つね	kun
庸	なん	kun
庸	もち	kun
庸	のぶ	personal name
庸	のり	personal name
庸	やす	personal name
涼	リョウ	on
涼	すず	kun
涼	うす	kun
涼	あつ	personal name
涼	すけ	personal name
累	ルイ	on
累	かさ	kun
累	しき	kun
累	しば	kun
累	わずら	kun
萎	イ	on
萎	な	kun
萎	しお	kun
萎	しな	kun
萎	しぼ	kun
萎	つか	kun
淫	イン	on
淫	みだ	kun
淫	あふ	kun
淫	おお	kun
淫	ながあめ	kun
淫	ふけ	kun
淫	ほしいまま	kun
淫	みだ	kun
淫	みだら	kun
崖	ガイ	on
崖	がけ	kun
崖	かどだ	kun
亀	キ	on
亀	キュウ	on
亀	キン	on
亀	かめ	kun
亀	あかぎれ	kun
亀	あや	personal name
亀	すすむ	personal name
亀	たか	personal name
亀	たかし	personal name
亀	たから	personal name
亀	ながし	personal name
亀	ひさ	personal name
亀	ひさし	personal name
惧	グ	on
惧	ク	on
惧	おそ	kun
舷	ゲン	on
舷	ふなばた	kun
舷	ふなべり	kun
梗	コウ	on
梗	キョウ	on
梗	おおむ	kun
梗	かた	kun
梗	つよ	kun
梗	でく	kun
梗	ふさ	kun
梗	たけ	personal name
梗	な	personal name
梗	なお	personal name
頃	キ	on
頃	キョウ	on
頃	ケイ	on
頃	ころ	kun
頃	かたあし	kun
頃	しばら	kun
痕	コン	on
痕	あと	kun
埼	キ	on
埼	さい	kun
埼	さき	kun
斬	ザン	on
斬	サン	on
斬	き	kun
鹿	ロク	on
鹿	か	kun
鹿	しか	kun
羞	シュウ	on
羞	すす	kun
羞	はじ	kun
羞	は	kun
羞	はずかし	kun
戚	セキ	on
戚	いた	kun
戚	うれ	kun
戚	みうち	kun
曽	ゾ	on
曽	ソウ	on
曽	ソ	on
曽	ゾウ	on
曽	かさ	kun
曽	かつ	kun
曽	すなわ	kun
曽	ま	kun
曽	つね	personal name
曽	なり	personal name
曽	ます	personal name
爽	ソウ	on
爽	ショウ	on
爽	さわ	kun, personal name
爽	あき	kun
爽	たが	kun
爽	あきら	personal name
爽	さ	personal name
爽	さや	personal name
唾	ダ	on
唾	タ	on
唾	つば	kun
唾	つばき	kun
堆	タイ	on
堆	ツイ	on
堆	うずたか	kun
貪	ドン	on
貪	タン	on
貪	むさぼ	kun
梨	リ	on
梨	なし	kun
梨	りん	personal name
森	シン	on
森	もり	kun
森	しげ	personal name
森	しげる	personal name
雲	ウン	on
雲	くも	kun
雲	そら	kun
雲	も	personal name
雲	ゆく	personal name
絵	エ	on
絵	カイ	on
絵	えが	kun
間	カン	on
間	ケン	on
間	あいだ	kun
間	ま	kun
間	あい	kun
間	うかが	kun
間	しず	kun
間	はざま	kun
間	ひそ	kun
場	ジョウ	on
場	ば	kun
晴	セイ	on
晴	は	kun
晴	きよし	personal name
晴	てる	personal name
晴	なり	personal name
晴	はる	personal name
晴	はれ	personal name
朝	チョウ	on
朝	あさ	kun
朝	あした	kun
朝	さ	personal name
朝	とき	personal name
朝	とも	personal name
朝	のり	personal name
朝	はじめ	personal name
答	トウ	on
答	こた	kun
答	さと	personal name
答	とし	personal name
答	とみ	personal name
答	とも	personal name
答	のり	personal name
道	ドウ	on
道	トウ	on
道	みち	kun
道	い	kun
道	みちび	kun
道	おさむ	personal name
道	おさめ	personal name
道	じ	personal name
道	ただし	personal name
道	ち	personal name
道	つね	personal name
道	なお	personal name
道	なおし	personal name
道	のり	personal name
道	まさ	personal name
道	ゆう	personal name
道	ゆき	personal name
道	より	personal name
道	わたる	personal name
買	バイ	on
買	か	kun
番	バン	on
番	ハ	on
番	ハン	on
番	つが	kun
飲	イン	on
飲	オン	on
飲	の	kun
飲	みずか	kun
運	ウン	on
運	はこ	kun
運	さだめ	kun
運	めぐ	kun
運	かず	personal name
運	やす	personal name
運	ゆき	personal name
温	オン	on
温	ウン	on
温	あたた	kun
温	たず	kun
温	つつ	kun
温	ぬく	kun
温	ぬる	kun
温	あつ	personal name
温	あつし	personal name
温	いろ	personal name
温	すなお	personal name
温	ただす	personal name
温	つつむ	personal name
温	なが	personal name
温	ならう	personal name
温	のどか	personal name
温	はる	personal name
温	まさ	personal name
